train-auc-mean,train-auc-std,train-aucpr-mean,train-aucpr-std,test-auc-mean,test-auc-std,test-aucpr-mean,test-aucpr-std,train-irr_score-mean,train-irr_score-std,test-irr_score-mean,test-irr_score-std
0.9535859222507043,0.0011154357378731375,0.9628656132077706,0.0008904404904349475,0.9523126208363784,0.0022421610235599607,0.9621220366523893,0.0017568804115157442,0.70526124,0.006461730191086589,0.70000788,0.007921878425323133
0.9675079146499302,0.0013675874234500307,0.9736077406486453,0.0012348996373917097,0.9649973991908852,0.001862250726752783,0.97197011989363,0.0015177048267821498,0.74103696,0.0061622034337077795,0.7326481600000001,0.006200889876009745
0.9730375618109618,0.0014320871749406324,0.9775005071137834,0.0012518782059564612,0.9705659295876063,0.001628789246795852,0.9758388661471128,0.0014458486127056419,0.74864704,0.008349023973998393,0.74116556,0.007541883234736535
0.9873050781584262,0.0009308807416079835,0.9895787905914427,0.0007792142546241697,0.9852963556857292,0.0011345863314705133,0.988225610391456,0.0009738258591659515,0.82166488,0.004867431736100658,0.8145542,0.0051055564633054485
0.9886959294769306,0.0007755344701387362,0.9904209892293809,0.0007945442627715378,0.9866251095431922,0.0010742792714986391,0.9890308410664139,0.0010428722343331675,0.82739612,0.004649987254348126,0.81997308,0.0047883252180277
0.9907398041600601,0.0004496741872168043,0.9923344897678469,0.00043803984429052273,0.9887245845304977,0.0007412311776720845,0.9910160543922593,0.0006503960096900396,0.8405239600000001,0.0029484568774869394,0.83244872,0.005080956677792093
0.9916545868590858,0.00041037546198172695,0.9931103318856422,0.00040115050739918215,0.9896561439908765,0.0007098703469121675,0.9918191965300803,0.0006164505916203703,0.8445043200000001,0.0034893904191993104,0.835946,0.004900013689776792
0.9921900459014728,0.0005063825220414403,0.993570744114228,0.0004715025170068092,0.9901485721125932,0.0006500640679676272,0.9922523266488299,0.0005540065307964986,0.8497517200000001,0.0032290567355808424,0.8412620799999999,0.004341935392610062
0.9925827037491548,0.0005194961514706582,0.9938982886312908,0.00047744574068502336,0.9904986027908614,0.0006346143636184581,0.9925568358374641,0.0005268594938058003,0.8524226399999999,0.003966513379581619,0.8431354799999999,0.004889704630097803
0.9929050371059449,0.00041966254789446803,0.9941741965184143,0.0003758401119109174,0.9908009701271621,0.0005639916371777203,0.9928260254985863,0.0004441476332929641,0.85473224,0.0033156838604426657,0.84539868,0.004398569510374935
0.9930919571960629,0.00044657203106596746,0.9943343293744846,0.0003841719402473575,0.9909604704698474,0.000555801617202002,0.9929666465366995,0.00042376535222736483,0.85751956,0.0043944663665114155,0.84764844,0.004492667003729525
0.9931895911570083,0.00046040312892067385,0.9944187951327841,0.0003998925865069692,0.9910682863236883,0.0005746488262841672,0.9930593606630294,0.00044908999092188427,0.8580341199999998,0.004194029979101241,0.8482833199999998,0.004401431546394873
0.9934075901251679,0.0004173416351771177,0.9946105503940816,0.0003640538632254891,0.9912688983774846,0.0005813140487017095,0.9932367283153914,0.0004510960391514598,0.8600914000000001,0.004707501740838778,0.85018448,0.004327078960407362
0.9935049407363608,0.0004477703638747536,0.9946942973739599,0.00039131643358760566,0.9913516609225443,0.0005931953271847275,0.9933151484011836,0.0004660167841112314,0.86033396,0.004871027476662397,0.85051416,0.00424091014457981
0.9935668722687684,0.00047088707477684245,0.9947456019843764,0.00041149316009892286,0.9914029603828577,0.0005927718959743855,0.9933590594433026,0.0004661453167143046,0.8613407599999999,0.004531280695609135,0.8514069599999999,0.0045883060532619195
0.9935951113903606,0.00048755726629731526,0.9947689652012359,0.00042571260700481015,0.9914289759613548,0.0005943849604765933,0.993383294685298,0.00046940602755816567,0.86131424,0.0048358566420438984,0.8512564799999999,0.004693682649008122
0.9936094126284193,0.0004893143694019391,0.9947821073703416,0.0004274382825632435,0.9914391292764643,0.0005967317814770733,0.9933920593200668,0.00047149429553759763,0.8617115599999999,0.004720322769302973,0.8516796400000001,0.004831731100796063
