train-auc-mean,train-auc-std,train-aucpr-mean,train-aucpr-std,test-auc-mean,test-auc-std,test-aucpr-mean,test-aucpr-std,train-irr_score-mean,train-irr_score-std,test-irr_score-mean,test-irr_score-std
0.6628674363356495,0.004854906733687846,0.6162833850826374,0.003449792710492286,0.6622851459291234,0.005671482835645955,0.6159099418132314,0.004038866033606415,0.5887768000000001,0.0027709786574421644,0.58651664,0.0032971337719904545
0.6486599654040609,0.03431980346328694,0.6226108076638086,0.010150110894644054,0.6486551648419947,0.03385263240288804,0.6227627945677439,0.011223778486100766,-0.17742036000000003,0.4622947452819147,-0.17713288000000002,0.4623694856593649
0.6624547125495416,0.005673191388244448,0.6160031782582509,0.004033518987233563,0.6617837868282456,0.006124935315691637,0.6155598598033999,0.004361331972146807,0.5886356,0.003211650242476598,0.58633068,0.004035225215226536
0.6875501490421282,0.03283818626256514,0.6578584696601113,0.057323069837814114,0.6873980306586057,0.0335615485708927,0.6580181804218154,0.05822916288606201,-0.05987551999999999,0.5194013734333879,-0.05971264000000001,0.5194823210024287
0.6623801115474144,0.004873006131166235,0.6159205056020227,0.0034520421351763976,0.6617960661633201,0.006169604734957359,0.6155483770069679,0.004402004402837159,0.5899462799999999,0.004459009706380992,0.5878051200000001,0.00533486097528324
0.6811443192132738,0.0243611555825005,0.6530704442366959,0.04964754430286766,0.6808983676940774,0.024870737614291715,0.6531210188217755,0.05035759468363489,-0.06464616,0.514647857324107,-0.06467200000000002,0.5145034823307614
0.6596279517776809,0.02772527091639258,0.6144432873347965,0.01780171431018856,0.6588141990087244,0.02682763050609372,0.6138658659097889,0.017361238134203247,0.56957592,0.10532669185687739,0.5679982,0.1027359986322224
0.6859873285848416,0.04223116666494247,0.6524117919425972,0.05755893769292034,0.6854887313039006,0.041958920352862875,0.652169415472485,0.05759329341835327,-0.07289228000000002,0.5104465113172599,-0.0731272,0.5100870566688788
0.6723576396752358,0.02612095197439843,0.6236886262033339,0.020673619335446113,0.6715228781730153,0.026868476409595363,0.6231567276183642,0.021295330389804048,0.59214516,0.015532574701394472,0.59034284,0.015082360299846966
0.7025940088899021,0.05580875092915352,0.6703342151423091,0.07699123377850961,0.7026005358240337,0.05664976442315892,0.6707814970186895,0.07816272914064426,-0.05509067999999999,0.5246697555162653,-0.054404000000000015,0.5253639933799041
0.6733787869553427,0.030406257306279685,0.6246978628681369,0.025034716663607005,0.6725154100857632,0.031021188968246426,0.6241383788001387,0.0255400809212539,0.5965923200000001,0.017546626888880937,0.5947572,0.01880150052522404
0.7037726939974354,0.05823337293864442,0.6718753825049635,0.07907487017605058,0.7038669031590488,0.05931209253170531,0.6724378288629719,0.08045650469602601,-0.05311603999999999,0.5270522340395859,-0.052280960000000015,0.5279577230764964
0.6739863069278118,0.03293052713425489,0.62532302358059,0.027716582631172052,0.673118697481539,0.03352145471706955,0.6247634408745047,0.028220623411945703,0.5978232800000001,0.022370598569586824,0.59595424,0.02346005671652138
0.7030254836263259,0.05664008437976873,0.6709728099868006,0.07777248856087336,0.7030490397341567,0.057530281667508246,0.6714214753972315,0.07895810247575406,-0.055839039999999986,0.5238106845056507,-0.05512328000000001,0.5245291097684108
0.6720923951667278,0.03347340764737769,0.624250504019669,0.029709798979334574,0.6712851026013723,0.03369442611883473,0.62369871367956,0.02976469305901623,0.5949523200000001,0.013351056430769804,0.59308844,0.013746433914524885
0.6960414209278935,0.04971793479758849,0.6644526959254887,0.07065719965226723,0.6962123184357485,0.05075724965467054,0.6650718006385365,0.07208526459942782,-0.06017188000000001,0.5194651846647141,-0.05908400000000001,0.5205349352367428
0.677510992308857,0.03957558953703684,0.6286180777773483,0.03497661570986112,0.6767343562159271,0.04014892165977777,0.6281320947481387,0.03552787758907127,0.5987986,0.020731638160068296,0.5967971200000001,0.02084934299266046
0.6993390799612663,0.05147202016627996,0.6667125223517594,0.07262656672672628,0.6996518393147321,0.05272051796046539,0.6674336270655143,0.0741592223699854,-0.056951560000000005,0.5228361948492917,-0.055577960000000017,0.5242738783546996
0.6759723171773101,0.038927370793999855,0.6274182815256888,0.03430758623586414,0.6753747135037801,0.03946471482547387,0.6270493033214752,0.034800106892974976,0.5985796800000001,0.02057504953232434,0.59692868,0.02056637916935307
0.7037788078875389,0.05874304467428123,0.6704080744545001,0.07951576314619752,0.7038962121316845,0.059487842912740375,0.6709042752798899,0.08052458010274174,-0.052326840000000006,0.5278109238155405,-0.051406080000000014,0.5287755535920261
0.676549261793852,0.03579764464989976,0.6273488268613793,0.029731113388857585,0.6757129390845229,0.03612946411946569,0.6268032877029998,0.030018383751214663,0.5998717200000001,0.024183787672769536,0.5978468400000001,0.024217466980144722
0.7072924706422146,0.0651535984776888,0.6743482821835532,0.08371636473272309,0.7072933853304252,0.06581584789258026,0.6748072317795133,0.08482630778962982,-0.049644440000000005,0.531120422793632,-0.04873668000000001,0.5321237612521147
0.6768976247993754,0.03714147194698746,0.6277289592062911,0.03126472369601672,0.6760330378925241,0.03736353999122335,0.6271616629769822,0.03146667231975807,0.6002136000000001,0.02541385375735053,0.5981696400000001,0.02537313755904855
0.6975017530524116,0.051869146020789465,0.6646934908387958,0.06917153142114932,0.6972313563152815,0.05228230403895751,0.664739649710894,0.06979714122356814,-0.05298019999999999,0.5277486565159594,-0.052792199999999984,0.5278826935807613
0.6776364704892194,0.040083086848173806,0.6286289363592378,0.03502286489100597,0.67691920058141,0.040899532386793044,0.6282520695963476,0.036041739438915,0.5998762400000001,0.024199702104414425,0.59803304,0.024878374140574373
0.7017547164318327,0.056153385512465646,0.6691706632235898,0.07505408725771774,0.7019815246312995,0.05730014839285779,0.669853584879523,0.07662429230690486,-0.05353960000000001,0.5271685526095046,-0.05245616,0.5282775332738412
0.6769256376518672,0.03725082346720998,0.6277332564744976,0.03128226458226068,0.6760599755840703,0.03746853259863723,0.6271717066886764,0.03150771187875652,0.600392,0.026075410189678697,0.59833552,0.02598446056106611
0.6966988087223583,0.04984474251631535,0.6637825690516838,0.06787777491455264,0.6964409914307444,0.050285293403048506,0.6638273017773167,0.06849339464150885,-0.05369164,0.526808916268575,-0.05351768,0.5269178711197957
0.6775921689429782,0.039903564599101146,0.6284890035830886,0.03442839611841029,0.6768415286709781,0.04058335429179089,0.6280560793058956,0.03520349406339161,0.6008208,0.027713703497006678,0.59883592,0.027890940731241022
0.7016479238662202,0.05590179926794854,0.6690454909543411,0.0748855941344419,0.7018799996977693,0.0570606739546404,0.6697288321598035,0.076454227231707,-0.053487240000000005,0.5272388882108967,-0.052362040000000006,0.5284046433956068
0.6776165022255899,0.04000212383213514,0.6285107414505353,0.03452052240046688,0.6768524508420094,0.04062774837974104,0.6280639076001886,0.03523685618106,0.60093472,0.028159275727219973,0.59886516,0.028004965163599113
0.7067037252400717,0.06380109440509496,0.6734467060626185,0.0823758974320412,0.7066655443641382,0.06436967339049415,0.6738333795592873,0.08336403538811615,-0.04812204000000001,0.5331336972407937,-0.04761316000000001,0.5336225393304657
0.6769246280654673,0.03724687921944704,0.6277668068569827,0.03141936114007468,0.6761481089682978,0.03781322339860082,0.6272930271533367,0.03200525734800354,0.6004551600000001,0.026312596335109156,0.59848436,0.026542180464882686
0.7011818763252271,0.05484878577970497,0.668517254474439,0.07422614591093186,0.7013632951344322,0.055894591304917404,0.6691326974843399,0.0757044371193092,-0.052622,0.5284178465091428,-0.05171048000000001,0.5292947606804451
0.6714028070475535,0.04063119035154423,0.6240336244817025,0.03447064327074642,0.6707750012167097,0.04079649914236785,0.6236510545719546,0.0348025208816637,0.59620516,0.02783235415652797,0.59409356,0.028110138258044908
0.7014294156489851,0.05539886641451332,0.6687832733693025,0.07454774419574023,0.7015866680668416,0.056387708465757816,0.6693743588543616,0.07599575362586439,-0.05252136,0.5285570126936833,-0.05160304,0.5294432425168523
0.678768958439607,0.04478515390395375,0.6300264080476645,0.041115483679805165,0.6779442529581146,0.04516526541587554,0.6295103245134694,0.041549131793271944,0.60195944,0.03232467098311134,0.5999706,0.032485945405359526
